CUSTKEY,NAME,ADDRESS,PHONE,ACCTBAL,MKTSEGMENT
1189828,Customer#001189828,"1CnxBm36,4mdmelmM6FFDs7on2UHbZw",15-917-227-8994,5705.89,HOUSEHOLD
1194390,Customer#001194390,BarRXpSTnTBRpm9,25-374-200-7196,6887.74,FURNITURE
1197971,Customer#001197971,9dUYRFwCUSGxJRWIqcPwtvSDFz9y4i7DSz ,24-857-502-8729,308.98,AUTOMOBILE
1198385,Customer#001198385,taFM QduSHLJZvr4Mz,14-833-568-4088,8751.29,MACHINERY
170566,Customer#000170566,QIVJsEIlY xN3hD844VnlWj1h7 YnKa8lDYfQg,20-141-813-1153,5493.30,FURNITURE
171571,Customer#000171571,4bYai7Bw6WeJSpFfN9TKMs h3ibXVVgmPgcC,22-420-100-3196,3083.85,BUILDING
171931,Customer#000171931,"SImpUGQysM3eV0,xLXT7HO rXww1v",25-224-418-2300,5894.99,MACHINERY
173491,Customer#000173491,"AdbyD7XnJB7rCgsY1,wfqjm8v7a,o9",21-621-244-2311,7609.67,MACHINERY
177526,Customer#000177526,7Va6zZ8xqEtzUPNmRaRxzd4ro9h0KGCAiK4cGg,18-975-366-4286,9830.36,MACHINERY
178150,Customer#000178150,MhbV8RE CAvFA,25-631-628-6458,7826.86,HOUSEHOLD
302818,Customer#000302818,z5BjoBlSR1GJ5,16-962-420-4727,509.60,BUILDING
304096,Customer#000304096,CxgcZM1D75MJzwlpGa7pav55EM8RzRwD,27-421-914-8468,5974.82,HOUSEHOLD
304661,Customer#000304661,QVy3eRd575O,30-278-475-9294,4253.70,HOUSEHOLD
307538,Customer#000307538,V91jfsVekbGvgoJ4MHj ll5,31-381-419-8423,6748.01,HOUSEHOLD
309098,Customer#000309098,V9SRXBk8eGysnGboU3qEivfQV4ytROxKr5zO7qT,33-182-806-3258,9719.96,HOUSEHOLD
310893,Customer#000310893,Hr6q4g2dfyIV8D6r6HYmZ4,28-287-892-1598,1897.06,HOUSEHOLD
311637,Customer#000311637,"qJgIytJ73sCPPxSpszRjGeOlrHKe0Vx,cwiNlV",33-697-807-4106,2782.51,HOUSEHOLD
312663,Customer#000312663,ILIcQZve5uU9FyJWOaHfRC7bod4KZ,23-775-171-3366,8.21,AUTOMOBILE
313547,Customer#000313547,"yAhToaLjiy9la1RImO,Fmoe7plBnhTE",20-900-602-8667,5662.43,MACHINERY
313763,Customer#000313763,qUfbt6gEWPY01erJ7wHY0U8CMvhLf,10-367-833-8846,811.09,BUILDING
314150,Customer#000314150,nSNwLXlAdPpCz9,12-701-512-3382,1324.47,AUTOMOBILE
511643,Customer#000511643,"c,l5Mq62hNGUvZm3SwGRqul2t8Ry",34-610-638-2729,6062.62,FURNITURE
512604,Customer#000512604,rAENEUCx6PlhNCthrz2Wc3,25-144-779-7457,9030.66,BUILDING
513849,Customer#000513849,4ewfBj4amMeTGIMW3RtkExZvEQCOsczAuT,16-361-131-7081,2777.28,FURNITURE
518257,Customer#000518257,KzZmajqm6orugCGlnynicJq1z i,13-595-362-6709,8894.47,BUILDING
521003,Customer#000521003,",RiG2AszASjCA,B",32-306-820-5144,1707.69,BUILDING
521492,Customer#000521492,"vbN,xmX iQ9swzxJYV",19-590-675-2913,7854.82,BUILDING
521613,Customer#000521613,ozAZ5BXFSR89cKlbYJtrL81mtaJ,14-211-313-9062,-144.24,HOUSEHOLD
522966,Customer#000522966,re79xRhp8wyVrBXtH,28-198-415-7084,2754.02,BUILDING
615483,Customer#000615483,2psUDQHLe5KpanCOfEHOzYL3hJeKJOST1QRIw,25-694-406-9308,9897.16,FURNITURE
617825,Customer#000617825,fNO0paMbvzCZobiti,12-603-221-7868,1274.35,AUTOMOBILE
618023,Customer#000618023,zQ1seFkjByZ,15-697-809-4422,-692.81,BUILDING
618436,Customer#000618436,q38zw1tOnD9189,32-197-205-3344,2560.06,BUILDING
620902,Customer#000620902,nzVjKNarQm1XFMCWTQ2Anj,28-834-633-9823,3077.59,HOUSEHOLD
621685,Customer#000621685,dITebG4AdNDoG2cv2cfjLWsyU0Ie,14-390-310-9076,6478.05,AUTOMOBILE
623031,Customer#000623031,TCJ44T AKQ6pRPz UPSbHJP,23-179-105-1874,2359.11,FURNITURE
624947,Customer#000624947,5sH1ULm1YGQFVJA7b2M3IvMM1,33-690-808-1893,4786.47,FURNITURE
625467,Customer#000625467,klkb5xZB8vp5DOdYYrzLvZE5F,20-913-309-3509,7732.71,BUILDING
628368,Customer#000628368,zM52B4ElVJ5Of9qpoIjNR,10-872-723-5453,5053.86,AUTOMOBILE
629046,Customer#000629046,ePXh3F8MUuI9nmk GMpX OB5lVqIhOX,14-429-364-8502,3360.85,AUTOMOBILE
855763,Customer#000855763,"28Btb9m379AxC,qlHv TgHKZSj",16-167-736-5968,9582.40,FURNITURE
856655,Customer#000856655,"JXP,8UvMEM0hG5hMRW E cD",33-668-346-4198,2632.41,HOUSEHOLD
858291,Customer#000858291,HTWzfs7y3BRkePE601uhd8ZoxQbpz Hf,32-635-430-8624,9064.59,MACHINERY
860103,Customer#000860103,Z9H J2lI7A59IgbSjEZfIFqi,18-696-697-6127,2549.32,BUILDING
860726,Customer#000860726,zp8 Dg6HpDmzsbNL63Sr7twglA1WVxRtqyTj,24-765-588-7493,2925.86,AUTOMOBILE
861328,Customer#000861328,yrH8jouJbgyeEpSNI pK,27-324-703-4251,-403.10,MACHINERY
862130,Customer#000862130,DIjMBDKMKu,23-539-576-2360,5231.47,HOUSEHOLD
863822,Customer#000863822,sVfZAnmT4Z5JSEOr6zCT1aENpWV1m2u,14-976-355-2695,3924.36,HOUSEHOLD
863870,Customer#000863870,"h,m3,84Z9baxE9C8m1Rm9Slr4hy1",10-883-269-4664,9379.29,MACHINERY
863872,Customer#000863872,"iY7xFBiGLw5UuTe,CrTiyMtuxOl",26-148-808-9769,8034.65,BUILDING
865374,Customer#000865374,uG3ro62bzEj4gBjvZm5yx1NkIOqGsHZu9evyD,25-338-886-2663,-367.15,MACHINERY
866294,Customer#000866294,"moL,vtP5VvyBe",30-258-633-3613,1447.36,HOUSEHOLD
867772,Customer#000867772,n9QS3FWFAVw7oIVm,31-218-995-9728,3344.06,FURNITURE
867884,Customer#000867884,BtMS6FIeuwCHPEy UIdlb5Bg5Ufk09V,27-998-941-8120,5694.61,FURNITURE
869056,Customer#000869056,fldWoG20F 7NXLhrI9FdTy,34-228-284-2072,6663.95,MACHINERY
869912,Customer#000869912,bneJF4uBYgE8,13-809-106-5327,774.43,AUTOMOBILE
105424,Customer#000105424,"RoMY,RcOPRNyKMzAZlXripxK337NFPiamdfT",28-620-589-4407,7377.97,FURNITURE
107552,Customer#000107552,"AfznrqNeD5Oej380YeKqgWM,ECUYfHg8z",29-840-928-1962,3649.06,FURNITURE
108664,Customer#000108664,btifQlqDS1l1olT5y4nQWQe,32-489-870-3021,3437.97,MACHINERY
111280,Customer#000111280,p1Om4 eJLZ,11-211-658-6107,1734.07,FURNITURE
111747,Customer#000111747,J4vL7mlcLdltSRF87PtJCuT,31-119-715-4539,4241.00,FURNITURE
111899,Customer#000111899,QSk98q9d89iqvP9xV,13-780-189-2559,6567.06,AUTOMOBILE
112222,Customer#000112222,OZYvkyBNdn3nzzBEwTq2,20-608-707-3165,1695.45,BUILDING
112280,Customer#000112280,"kfxpiEKVCGTaNO,KS5XS77KE5 7Nijez",22-504-851-4484,1431.30,AUTOMOBILE
112682,Customer#000112682,mXHh863pMwjpTDaOrSMQ7p kVDM,21-697-232-4732,867.28,AUTOMOBILE
113688,Customer#000113688,YiAUktQgMt992XO,16-745-768-5523,6488.95,MACHINERY
114259,Customer#000114259,nWy8wEjhc XVWkiS4M3TfSNcAS9413q,19-410-887-6483,810.91,BUILDING
115619,Customer#000115619,qaPojlmnFpRiAp4EDQgqhm0QWwZkJs9YC6aC,21-163-936-1520,8339.56,HOUSEHOLD
116168,Customer#000116168,", 1DQ77nRxr1bKaTDuSEJs,eDi3eTT4qYMO5P",33-244-615-8127,7273.93,MACHINERY
116241,Customer#000116241,owyHZYWzpytjkH,32-210-133-1093,6889.05,FURNITURE
117093,Customer#000117093,soJZd9Sf6jo0oKdeP69kgGSszcXYwNmk6FK,19-611-191-9035,461.44,HOUSEHOLD
117569,Customer#000117569," ZwkKrVawP IMh",33-979-236-7457,3757.24,AUTOMOBILE
119590,Customer#000119590,YH0eqGUrqlyL2lhZgl7I3zqxwY B2CG,24-369-870-4133,5424.93,BUILDING
119696,Customer#000119696,3S9AyvTl0bT wN6,18-728-545-8444,2827.32,MACHINERY
1488824,Customer#001488824,YzQwa9SLhQc,12-976-769-7105,4816.94,FURNITURE
1489290,Customer#001489290,x8rbeBDl2qi,29-218-585-3080,7423.12,HOUSEHOLD
1489672,Customer#001489672,3HjSOEGhj13on8I8lGNKl3RgAE5xyFZA,16-832-371-8317,6182.83,MACHINERY
1489704,Customer#001489704,f2oodj9MfXAhZN,20-151-904-2399,8926.16,HOUSEHOLD
1489969,Customer#001489969,"gg2fIYKRo728EhgkzV69ADdVRBRoiM,mDXjJsDa",20-638-927-6656,3046.05,FURNITURE
1490344,Customer#001490344,"2wNpYUCUs,CDq",11-313-135-9235,3643.86,FURNITURE
1490482,Customer#001490482,Szk1F8giZ0Az6G ce,33-107-362-2098,-620.96,MACHINERY
1492550,Customer#001492550,"EijVeZ 0wL,QGSAOYHq2sqkmNMfDa3Lc0fsT7",33-274-173-5936,9210.82,MACHINERY
1492950,Customer#001492950,oWs76AxDYeEj6tr1Ee,21-281-258-1779,4217.12,MACHINERY
1494276,Customer#001494276,65pQzTL7dqBPNMGo,11-750-750-3677,1242.78,AUTOMOBILE
1496489,Customer#001496489,"H3xoeJJbh8I,nvo4Jmmn39pDKYdk",24-495-395-3693,8563.58,FURNITURE
1498759,Customer#001498759,O0z1 HnAhi16JH7OUEX,31-364-796-5801,3712.51,BUILDING
1499221,Customer#001499221,LH1qhnebP9SaBK jRFgfBjn yuwn WdtfpbI,19-509-728-7301,5381.93,AUTOMOBILE
1499933,Customer#001499933,qFPz5YpFq2Q,18-874-614-3905,-227.34,HOUSEHOLD
375178,Customer#000375178,"QM4AHaFR9XVsRL, ,uGQuJ3",13-442-404-5529,9177.35,FURNITURE
375221,Customer#000375221,"00ZOlaBJu2Aayujdv6uSsYGU1n1f7k, HUSv8",13-321-567-7699,8539.15,MACHINERY
376783,Customer#000376783,xGVPLH4StoqFHE,27-421-344-2366,9255.02,FURNITURE
378683,Customer#000378683,"Q21oFEXaV8FZRg Ie,l7UjFfvf",34-118-596-7224,7693.45,AUTOMOBILE
382868,Customer#000382868,"Pg0wYh,X vz37cxPpMgO cM",10-349-240-1598,9097.50,BUILDING
383607,Customer#000383607,"x5qQHOQtlYkrofgd,FnSetWp",34-401-935-4119,6139.23,AUTOMOBILE
385695,Customer#000385695,"sqH,,4KiDKzu2gZLQzVAsnQpQ",33-669-735-9017,5747.70,AUTOMOBILE
386088,Customer#000386088,Ny6QOwvn9ZI8hTdBV2sOp,33-264-364-8367,3460.62,FURNITURE
386584,Customer#000386584,QIqKdciSgvaa8B5igxD,11-504-867-8616,2103.56,HOUSEHOLD
386625,Customer#000386625,FRqL7ds5sXDiMoOdEfTItHakdp8s4G0KsS,24-481-909-5271,3471.23,FURNITURE
388866,Customer#000388866,tn5pP AfgCTqeIqkoLA,32-165-104-3120,8131.60,MACHINERY
389544,Customer#000389544,UbYOUKlW8WGv8nA uPStDR2RIQ,22-195-728-6408,9104.05,BUILDING
389677,Customer#000389677,RKvNHdzaK0QAu,21-206-518-9098,5909.21,FURNITURE
480379,Customer#000480379,0Cy3QgnIQP g,15-196-600-1196,7780.07,BUILDING
482092,Customer#000482092,Fw4DPZqpT6jnQr4o4SqEkctOcSG,23-775-388-6770,5837.02,HOUSEHOLD
485262,Customer#000485262,"iGFpsES8molr8OtEx,EuieoEACvbol",29-537-976-7376,426.91,FURNITURE
485794,Customer#000485794,zPv2jNOsNPuTxGHFBOerSgE,10-614-466-2890,3848.89,MACHINERY
487118,Customer#000487118," bh9dCNMZXimv5a4vgGCfuaRgqk8T,jP gIQ,u",26-190-693-2354,-498.84,BUILDING
487176,Customer#000487176," fdtrZGL0jvaEMHtG,LwBcGy",15-408-338-2666,9456.04,FURNITURE
489052,Customer#000489052,"X MuJD qIjxE6tWvcZXnKe,LcyKPHkULHe7h",25-270-347-3211,8580.79,AUTOMOBILE
490181,Customer#000490181,8YcR14Y341l mFhs qc9l1jlrhzZQQyLu,21-730-624-8225,8475.44,MACHINERY
490519,Customer#000490519,wcSi7bOMsFcuNpG4Skl1TV5p,29-831-866-6680,3050.97,BUILDING
491988,Customer#000491988,"zEjwsxt28DQgiZm8V,IZg8UEx",33-662-657-9472,9793.59,HOUSEHOLD
492285,Customer#000492285,"BDgBo1,gqCbIjyyYzT vFAD",34-485-539-8458,4241.38,BUILDING
492622,Customer#000492622,"zKCiYu7Q2A,vWaaYFafXtMlWNSrIiYF,H",20-772-512-4036,8560.82,MACHINERY
493143,Customer#000493143,"KzA2O4MalHNAnZFm22AwErNUs,zSFb",15-383-388-5445,3333.16,HOUSEHOLD
493520,Customer#000493520,"UGjlshUC vypHDag2zz4wVv5j4aT,8jHmP",21-811-155-3089,2950.04,AUTOMOBILE
493848,Customer#000493848,SQkLI6pbMIYdDBdNB,19-329-966-3801,7532.18,BUILDING
630829,Customer#000630829,OCRWvj0c5v3VwjbJ,32-441-888-6739,-754.71,FURNITURE
633267,Customer#000633267,"IlBBwIoauT,1tUTxQMRSqsspijiBXn7BbFFc92",13-177-212-5132,6481.15,BUILDING
633588,Customer#000633588,hO 1mgvhCSg,10-212-384-3904,9124.82,BUILDING
633837,Customer#000633837,aIFrviqSGqrwl QLUNbpDsq D0pgtNeOkWw,17-968-896-4567,5390.37,FURNITURE
638825,Customer#000638825,"cxxzp94fS,Vj6l2QAjHNIyLc",18-112-103-6889,7400.74,BUILDING
640261,Customer#000640261,"5qn6CFwZHTDBMjGXCl7ml C,wc7PKy",20-561-640-5497,2269.66,AUTOMOBILE
641724,Customer#000641724,"6duZsPq,IpRWmEX2rY5h,945PXBp6u1h,J",22-227-245-4556,443.13,FURNITURE
643339,Customer#000643339,VVkGkuXS2ZZyBM XfD1u cJLY3V,18-906-673-5583,7359.03,HOUSEHOLD
873778,Customer#000873778,hlbEc0VWuhARV5j7ffySVA8f0yvop6zz,14-202-629-6086,8543.74,BUILDING
875108,Customer#000875108,"bi,RyD7V m61AqRHS,JYb,T61",32-496-443-8248,6249.48,FURNITURE
875224,Customer#000875224,8VCfq7VdUXVYmOluLnkyppTFjjp,16-346-643-4379,8308.50,MACHINERY
876481,Customer#000876481,ee6U1PWWgUA3mGe412IoxIx,30-892-624-9691,1974.32,MACHINERY
877525,Customer#000877525,Bt6OPTb3Bnfcye9N6UP7WYv0jFPXaDqdAFjUb,30-510-755-2383,7210.20,AUTOMOBILE
878288,Customer#000878288,"hDDbu,2Aq10JLRFljYOiOfrCagE",13-984-917-9080,4746.65,HOUSEHOLD
878418,Customer#000878418,"m36bNKBly,I,J",13-390-433-8876,3578.00,BUILDING
879452,Customer#000879452,"tyD7whHJBP,cFKBA0SOIffTNd95",25-460-242-7103,5230.22,HOUSEHOLD
882592,Customer#000882592,"KWv 7T,YY1Sbf Th9OfPgS50xabK3vxGppem1MB",17-581-306-7260,-366.62,FURNITURE
884902,Customer#000884902,ZXGn9qaknGd4RKS0x9vQ9JRW675bv,17-570-117-7159,8087.43,MACHINERY
1140986,Customer#001140986,WLw1sace3huNm3A0Iulkr1VMkN0aXYg,31-478-578-6441,4682.09,FURNITURE
1141191,Customer#001141191,8Py1r1lAtNR,13-312-265-4833,2397.77,HOUSEHOLD
1143324,Customer#001143324,hghwgWZ4jaN9B1ounhabAnBmRtuSQDbyt,18-327-288-3360,7547.73,HOUSEHOLD
1143956,Customer#001143956,ApRciiyOxH2YJ xwmq,14-477-720-4402,6457.32,BUILDING
1144632,Customer#001144632,"YHv,GQqjuK6KCYZfbZdD3sQ2IY",32-686-391-8354,3108.04,BUILDING
1144965,Customer#001144965,mwq8fadyDFYdFJ,32-333-268-4449,1264.00,AUTOMOBILE
1145552,Customer#001145552,7bGi4utJ74,30-199-587-8586,-658.52,AUTOMOBILE
1145573,Customer#001145573,vFh9DY1GYrgLcKwkRfZa,28-397-834-8519,4278.26,MACHINERY
1145815,Customer#001145815,"3gmbNvCf02qW55e8,KnrK2EVUSPaLmV2ZF3ieEb9",20-156-816-8122,7849.22,MACHINERY
1146527,Customer#001146527,G EDR05tYHEo9vZA,22-583-823-8631,3788.99,AUTOMOBILE
1148121,Customer#001148121,0lueTLvqZwCR6wBa4HCUIdQ AeJwiGLL6faFrDT,14-437-951-9854,1663.46,AUTOMOBILE
1148754,Customer#001148754,doXz6N4P49O,26-924-822-3650,3694.95,BUILDING
1150442,Customer#001150442,pFQC4rhdYULU,33-468-318-1197,502.97,FURNITURE
1150577,Customer#001150577,tm SIbM1GrcQmt0F,17-836-138-1459,-491.90,AUTOMOBILE
1151593,Customer#001151593,"JMpFn,gcn0yaXlaETKF7rz15Gf",21-251-342-7871,-545.07,FURNITURE
1152469,Customer#001152469,"lipAdoxqjnQeKpG3mu2P,hIJQlydQ",16-463-594-1939,283.03,MACHINERY
1153292,Customer#001153292,lNphlRdHadkPzxNzkZ4bM,33-240-287-3555,2522.90,MACHINERY
1153638,Customer#001153638,1UqDwYMKImvQAu7DDXxNL4gVL,18-730-882-2915,5302.68,AUTOMOBILE
1154288,Customer#001154288,"AR8jpavOULQoT,r",27-418-936-3240,7497.44,AUTOMOBILE
1215983,Customer#001215983,QKQFSeRy8jcS8SDzYhT,10-622-849-3101,4919.58,BUILDING
1216651,Customer#001216651,3npPBTtLK9xFMwskS,13-379-384-2082,6563.25,MACHINERY
1216695,Customer#001216695,w5rfMWPZh9I1V9h1IhA0wv,26-965-461-1416,3469.22,BUILDING
1217568,Customer#001217568,QPBl0p4S6F1,29-496-611-9192,2059.35,AUTOMOBILE
1218352,Customer#001218352,6mIrLru2xX1V0h8Z,22-308-592-7749,7344.93,HOUSEHOLD
1219179,Customer#001219179,Q0eArigT2blVU2xjx3R145,33-856-959-6596,7776.87,HOUSEHOLD
1221100,Customer#001221100,OFvUWnGtGSYjAZRnyoTH,21-631-386-9969,2533.58,HOUSEHOLD
1222144,Customer#001222144,"IzVDxQXNE,B143UBgX",11-792-514-7590,5514.23,HOUSEHOLD
1224648,Customer#001224648,r7wlPeDV VqEnwPhjVxwOkolEAJXBIQgGlfbCck5,19-726-825-4635,-190.36,FURNITURE
1224961,Customer#001224961,4QtJ4yLlr6,24-707-471-5028,1544.03,BUILDING
1225097,Customer#001225097,FFCcDu7L4amAQSAPZw,23-682-105-3852,7818.55,AUTOMOBILE
1225923,Customer#001225923,lnlY9XsvQ99u m,18-535-746-6976,1988.48,BUILDING
1227004,Customer#001227004,0ckFJsLqrFxpzf6,31-788-771-4550,4108.17,HOUSEHOLD
706138,Customer#000706138,5SpWsORb4PjKw5,23-199-846-5800,700.20,AUTOMOBILE
707931,Customer#000707931,AePOPjXtoj,23-161-108-6923,8507.92,FURNITURE
711850,Customer#000711850,L5UibQgheeT mn5QQGESbw4Tz1KrBpytkYW8,14-649-919-8176,9693.11,MACHINERY
711900,Customer#000711900,UAkktBkEG378rLVeo,27-899-389-5810,8109.57,BUILDING
712211,Customer#000712211,L4F4dNL3528oWuZMpXV,19-644-821-5931,-656.27,MACHINERY
712652,Customer#000712652,LoEFD5NvqnNGmgK8Q2QKqzaV,20-876-805-1425,2180.05,FURNITURE
716401,Customer#000716401,L87Ccx873OzSc6RJLctmwCa2e0u9Nqm2ykCNHkR,25-102-507-4218,2288.47,HOUSEHOLD
719235,Customer#000719235,R69u0h9wEG,15-476-736-2932,9204.67,HOUSEHOLD
719823,Customer#000719823,VATMCFLE4tXtCNLnoBqXGT6lICV932olVwa,19-116-147-8641,8831.27,FURNITURE
719833,Customer#000719833,20ImkHOx3mte9zTp,12-188-188-1406,5128.79,MACHINERY
840461,Customer#000840461,"G481fqg,JLyXH",24-708-195-9569,2833.57,FURNITURE
840958,Customer#000840958,"MB4NeAAsn,gmg",12-413-904-6519,5912.84,BUILDING
842807,Customer#000842807,8ka4Nj FLyjV,34-174-925-4364,3932.56,MACHINERY
843613,Customer#000843613,zRbHV9jvsE,27-729-427-6249,3434.38,MACHINERY
844061,Customer#000844061,RBWqyfNkre9ogKExNLQT8BvvJFniyge,31-453-603-7422,7235.22,FURNITURE
844731,Customer#000844731,UFyCzx H1AurBvw,11-731-256-5557,2506.93,FURNITURE
845902,Customer#000845902,z7BfEE97zZ1GPFRbY9JCBusT9,15-888-749-6703,5975.46,MACHINERY
847523,Customer#000847523,"VaIoFIl8ZYZkU,6yIICQsBflgZtOOV",34-692-259-4430,-856.40,HOUSEHOLD
847633,Customer#000847633,"9FVZBbJfuk7JyNiegSWm,P0G",27-607-588-7562,9607.46,FURNITURE
854138,Customer#000854138,"AGTFyo5WaHYT,xDJC2hTbhc73OyKBlO ",23-141-141-6660,6368.00,BUILDING
854556,Customer#000854556,"SINObtrCbebOmvcJwksZRcse,",33-902-800-4679,8612.37,BUILDING
1020705,Customer#001020705,X7bwm85e9rhHygix6l6ROKxfTbFeCQ,21-342-363-3447,7852.32,MACHINERY
1022924,Customer#001022924,"ZYZz5BE,HHhf1,rvKeu2nP",30-762-382-7327,2874.39,AUTOMOBILE
1023208,Customer#001023208,BqXrqOwDmwSHUDnq9L8RCRQrP3 nrWa3U8gChDY,16-117-954-6235,8917.53,AUTOMOBILE
1023385,Customer#001023385,sWCWTh CNMVbyPzyNzYT,23-692-561-2687,1847.40,HOUSEHOLD
1023769,Customer#001023769,4KLxl0Ej5lYBND 3Ai2klpWsAmzSMfb0vOL,29-958-927-6100,5623.70,AUTOMOBILE
1024049,Customer#001024049,wPq03o2f3zXIQxB1LKx06hB2uHQffXOFp88u4Pc,20-937-844-3420,6868.61,HOUSEHOLD
1024169,Customer#001024169,"tYusN Gp6m, Y1G5JT",29-725-164-4275,6962.10,MACHINERY
1024193,Customer#001024193,"8h0,f4BdvFkT5GF9t4lqVlY4jTi09WaB",10-916-469-3730,1001.33,HOUSEHOLD
1025033,Customer#001025033,vF0XvPIhi8p0kFSQgLG8Pshf,25-331-980-9085,3732.70,HOUSEHOLD
1025206,Customer#001025206,"8P25TDg6BP,w",21-484-828-2628,660.67,BUILDING
1025337,Customer#001025337,bJ6aJOy4GvMXcRC1O,27-561-766-9734,8431.68,MACHINERY
1025594,Customer#001025594,"RHfeQw,6YKi8bSoHuFb1",10-176-554-8010,4442.76,HOUSEHOLD
1026815,Customer#001026815,"HapgRyh31bJ7I21T,",19-394-884-2281,895.90,AUTOMOBILE
1026983,Customer#001026983,"P,,BpDubLgt",28-752-765-3158,9399.98,HOUSEHOLD
1028916,Customer#001028916,gx7AJJ9FplmPqc5u1 m0qCUdAByolAtNzvik0lKt,23-173-370-1454,-983.04,BUILDING
1029947,Customer#001029947,"BYZ,gsytKiV6WQI64iQGiqLqQhn5v5kUuUAEY",26-767-538-2479,5670.49,MACHINERY
1030122,Customer#001030122,m2y uyniBbVN,19-487-166-3888,588.63,FURNITURE
1030555,Customer#001030555,",UCj AmGktq7Q4x",26-745-757-5971,8612.21,HOUSEHOLD
1032959,Customer#001032959,"2Qu,,dwTTSiAgZVFfJPOD5hsq1WobQrIMY1Ua",27-765-412-9881,852.99,AUTOMOBILE
1033052,Customer#001033052,80jAc682xmg7oQXYLlfAiHEsvU D8tVEH,23-430-162-7147,4408.49,HOUSEHOLD
1033362,Customer#001033362,"jN1pZ,kYzuv eZP",10-464-883-7986,2022.82,BUILDING
1033465,Customer#001033465,us6fPRJrAEWTElAhnyGpsv8dT5ySL0,31-722-198-3817,6846.60,AUTOMOBILE
1034898,Customer#001034898,LjCWdyWMfyHw71uOUlrSc,26-304-978-6712,6334.50,BUILDING
1158097,Customer#001158097,KRECpBuxwX06ES0vD 8kVa2cnkJVdpDRmT,33-971-708-8767,9863.23,HOUSEHOLD
1158701,Customer#001158701," HfMuuqXgmnz7EW",25-123-605-4585,356.53,AUTOMOBILE
1159377,Customer#001159377,PXo vSQ6kdfjBgruU1VzmTn8sQfcSqPndMjEV J,18-642-919-2565,3951.46,MACHINERY
1159708,Customer#001159708,"ctE0ZXNI6sDto CYY8k3Gx3,trtZRpdfvcP",19-518-902-9021,8773.99,BUILDING
1162160,Customer#001162160,YlI2eosshE0Pu4 INDSkXJpUuFaPkPm,17-238-241-2897,1228.35,MACHINERY
1162252,Customer#001162252,6wTlIpxODdC12NmdkO,31-252-742-6921,9354.70,FURNITURE
1165142,Customer#001165142,"EoS,YAKAEekTK",17-530-120-2810,8473.21,FURNITURE
1395154,Customer#001395154,"r,qjKVA2llw7Ir8wN",20-847-420-6033,7617.55,HOUSEHOLD
1396218,Customer#001396218,"tFZRprnY1QYshqlO,8tBGQDAJvb",26-109-187-1561,-921.23,FURNITURE
1396262,Customer#001396262,hFYPp38AHzMhz9gHTcfX6zV0Xv,20-996-356-9027,9466.40,BUILDING
1397963,Customer#001397963,TtHzNgZmNW,20-799-739-1232,2578.98,FURNITURE
1399355,Customer#001399355,gNNQQCKCG1WF5iBUO7foaHacGqbhb8,30-516-824-5404,8404.82,MACHINERY
1404439,Customer#001404439,txSt ceMvvEJ3SfWF9P3vL nPK1RQq7,13-959-681-6740,6539.70,BUILDING
1405382,Customer#001405382,uIFCF8N71nwWTyC2rekWktqnXs 5ADJ1xpz4p7,33-720-307-6578,2975.87,HOUSEHOLD
1405664,Customer#001405664,ukk9eID7SL4vfRqe7,23-726-222-6524,-746.09,HOUSEHOLD
1406005,Customer#001406005,F0rtBUt6wTnkj2Ric5vmwNocXpBO1pivAlEv,31-730-247-5894,2243.61,AUTOMOBILE
1407152,Customer#001407152,"n,9IOOntqnPZinA3j",19-350-103-2585,966.77,BUILDING
1407739,Customer#001407739,"CHs,kyt59yuedU,M g08,cA0",18-686-239-7564,6516.18,BUILDING
1408423,Customer#001408423,6f8W10JKKeYsnssfeOitEVr9Po922qsH,27-309-339-2422,4329.93,AUTOMOBILE
1409590,Customer#001409590,"cRlFA,f6fid8cNVW,Wei41eJgtwSypvdDuj",13-457-479-9098,3987.93,HOUSEHOLD
135140,Customer#000135140,"sjNU82Ic9,bz3C8MD",25-877-830-3709,8109.61,MACHINERY
136710,Customer#000136710,"XoeCHOcROLC2ou,IelW1N8444d4qq7QY3OCF",22-445-270-6516,2380.36,FURNITURE
137483,Customer#000137483,wk977vCywAz7Jy4mZY,25-246-455-7699,4702.93,BUILDING
141300,Customer#000141300,Br9bPBXFpr5kdtNZdhjkQSCegjtP8LK4S7s3,16-668-127-5785,498.09,AUTOMOBILE
141470,Customer#000141470,oFj juErCz4bBd8HhvzFxarFdRT,23-176-822-5845,3756.51,HOUSEHOLD
144058,Customer#000144058,"RJN,UBqGzvCJjui4z",12-620-677-4353,7731.34,MACHINERY
145032,Customer#000145032,7oTCf1O16N6KW1dN 8JRsONddTlwoxkBflFKxlO,13-911-808-9165,477.86,AUTOMOBILE
145111,Customer#000145111,7mgIILytv71Pc7nKuJQz b61NgZ5ZY,24-877-182-7393,-335.77,MACHINERY
145993,Customer#000145993,"wjnAQQv,aCn ZDST2Z6FWfyfcux,F3xhHff6dFO",22-198-769-9969,-642.91,FURNITURE
146327,Customer#000146327,g5gu5HPghblvToy3,22-537-942-8779,3642.10,AUTOMOBILE
146644,Customer#000146644,yPQLI0 O5QDANC7JSPlyUghKhy6,24-756-666-3839,290.34,AUTOMOBILE
147218,Customer#000147218,"vvivJZx9MqqkRYwTPA3iT,u2IWwlqCxOS7Qw5S",28-865-251-9826,8200.04,BUILDING
